Game_Title,Platform,Release_Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.00,81,8.00,1958,Nintendo,E10+
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.00,57,8.00,910,Bethesda Game Studios,M
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.90,1.76,0.92,0.37,3.94,84.00,65,8.80,72,Level 5,E10+
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.40,3.90,81.00,27,8.70,39,EA Canada,E
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.90,90.00,38,8.70,121,Neversoft Entertainment,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.00,80,8.70,348,Capcom,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.00,0.60,3.88,94.00,32,8.10,9073,Bethesda Game Studios,M
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.00,51,6.70,364,Visual Concepts,E10+
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.70,3.87,88.00,62,8.60,229,Namco,T
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.60,0.06,0.67,3.87,84.00,9,7.40,220,Evolution Studios,T
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.00,26,9.10,38,KCET,E
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.10,0.50,3.84,76.00,64,7.90,104,"SCEA, Zindagi Games",E10+
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.00,49,3.70,1564,Infinity Ward,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.00,22,4.00,4,"Nintendo, Namco Bandai Games",E
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.70,0.15,0.60,3.80,80.00,64,7.00,2219,Massive Entertainment,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.00,33,6.90,39,Nintendo,E
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.40,1.01,0.00,0.36,3.76,77.00,60,7.50,66,Traveller's Tales,E10+
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.00,0.17,3.76,79.00,21,8.00,29,Maxis,T
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.00,0.14,0.22,3.73,64.00,11,7.50,41,Argonaut Games,E
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.00,56,7.90,417,Intelligent Systems,E
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.00,0.19,3.71,91.00,15,8.80,207,Insomniac Games,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.00,36,8.10,840,Ubisoft,M
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.70,81.00,27,7.60,56,EA Canada,E
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.00,27,8.50,128,Neversoft Entertainment,T
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.00,15,7.30,13,TOSE,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.00,0.79,3.65,74.00,34,8.40,31,Rockstar Leeds,E10+
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.00,42,7.90,82,Zipper Interactive,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.00,35,8.70,312,Naughty Dog,E
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.00,0.64,2.93,3.63,82.00,10,7.90,38,Konami,E
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.00,38,8.90,1013,Capcom,M
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.00,0.34,3.62,86.00,18,7.60,71,Vicarious Visions,T
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.60,2.45,0.05,0.52,3.62,91.00,56,7.60,203,EA Sports,E
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.00,36,8.70,142,Pandemic Studios,T
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.00,0.42,3.61,64.00,23,7.70,32,Fox Interactive,T
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.00,18,6.90,1580,EA DICE,M
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.00,30,9.00,268,Pandemic Studios,T
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.60,1.49,0.10,0.39,3.58,70.00,39,8.00,9,Office Create,E
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.40,0.07,0.50,3.54,78.00,49,7.80,112,Rockstar Leeds,M
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.00,49,6.80,88,Team Soho,M
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.90,1.13,0.10,0.41,3.53,72.00,27,7.90,48,EA Redwood Shores,T
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.40,3.52,88.00,66,7.50,155,EA Sports,E
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.30,3.51,89.00,67,7.90,1309,Certain Affinity,M
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.90,0.00,0.33,3.50,72.00,59,4.10,1005,"Ubisoft, Ubisoft Montreal",M
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.50,83.00,91,7.50,523,Capcom,M
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.00,81,8.30,693,Ubisoft Montreal,M
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.30,1.42,0.27,0.50,3.49,80.00,14,5.80,579,EA DICE,M
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.20,0.95,0.02,0.31,3.48,92.00,78,8.70,1080,Rocksteady Studios,T
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.00,21,5.60,542,EA DICE,M
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.10,1.01,0.04,0.32,3.47,88.00,75,8.60,869,EA DICE,M
Guitar Hero: On Tour,DS,2008,Misc,Activision,2.10,1.01,0.01,0.35,3.46,71.00,70,8.80,29,Vicarious Visions,E10+
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.00,30,8.40,28,Agenda,E
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.40,0.71,0.03,0.29,3.44,84.00,83,8.20,715,Gearbox Software,M
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.00,23,8.30,126,Namco,T
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.00,86,8.20,3943,"Kojima Productions, Moby Dick Studio",M
Spider-Man 2,PS2,2004,Action,Activision,1.75,1.20,0.02,0.43,3.41,80.00,50,8.90,106,Treyarch,T
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.40,88.00,15,6.70,35,EA Canada,E
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.00,86,8.40,657,Media Molecule,E
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.00,12,8.20,99,Eurocom Entertainment Software,E
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.00,86,6.80,1319,Ubisoft Quebec,M
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.00,0.32,3.38,76.00,49,7.90,75,Traveller's Tales,E10+
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0.00,0.31,3.37,75.00,11,5.50,1735,"Bungie Software, Bungie",T
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.70,0.10,0.67,3.35,90.00,32,8.50,1041,Ubisoft Montreal,M
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.00,20,8.50,66,Eurocom Entertainment Software,T
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.00,34,7.20,82,Double Helix Games,T
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.40,0.91,0.74,0.26,3.31,87.00,75,7.80,228,Nintendo,E10+
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.00,21,8.50,86,Rockstar Toronto,M
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.90,1.11,0.01,0.29,3.30,86.00,35,7.90,701,Ubisoft,M
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.50,1.28,0.05,0.46,3.28,85.00,31,8.70,105,EA Games,T
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.00,0.34,3.28,82.00,74,7.50,563,"Splash Damage, The Coalition",M
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.00,39,8.00,94,"Luxoflux, Inc.",M
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.60,1.57,0.82,0.27,3.26,86.00,62,9.20,111,Level 5,E10+
FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0.00,0.24,3.25,84.00,45,4.40,459,EA Sports,E
Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.00,43,4.60,116,Nintendo,E
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.30,0.00,0.60,3.24,83.00,37,5.90,180,EA Sports,E
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.40,0.44,3.23,81.00,81,7.70,758,Polyphony Digital,E
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1.00,0.03,0.29,3.23,85.00,69,7.20,1267,343 Industries,M
Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.20,3.21,88.00,85,8.70,691,Nintendo,E
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.00,0.04,0.66,3.18,91.00,79,8.60,565,Ready at Dawn,M
Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.00,30,8.10,137,Shiny Entertainment,T
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.80,0.43,3.18,83.00,67,8.00,463,Square Enix,T
Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.00,63,7.60,85,Harmonix Music Systems,T
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.00,78,7.70,1010,Team Bondi,M
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.00,22,9.10,95,Namco,E
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.00,0.00,2.46,3.14,83.00,12,6.50,36,EA Canada,E
Spider-Man,PS,2000,Action,Activision,1.70,1.25,0.02,0.16,3.13,87.00,19,9.00,107,Neversoft Entertainment,E
Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.00,45,6.80,155,Nd Cube,E
Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.00,43,8.50,101,"Dimps Corporation, Sonic Team",E
Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.50,1.93,0.13,3.11,83.00,48,9.00,63,Nintendo,E
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.10,0.46,3.11,82.00,57,7.80,492,Obsidian Entertainment,M
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.90,1.00,1.03,0.17,3.11,81.00,12,7.80,10,Indies Zero,E
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.10,93.00,45,8.00,604,4J Studios,M
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.40,1.01,0.46,0.23,3.10,91.00,81,8.90,1057,Nintendo,E
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.40,3.10,74.00,34,5.40,1304,Capcom,M
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.10,96.00,98,8.90,3143,BioWare,M
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.00,28,7.90,71,Dimps Corporation,T
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.50,0.16,0.01,0.42,3.08,94.00,23,7.90,46,EA Sports,E
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.00,0.14,3.07,75.00,18,7.80,22,Maxis,T
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.40,0.12,3.05,66.00,60,6.90,106,Nintendo,E
The Sims 4,PC,2014,Simulation,Electronic Arts,1.00,1.82,0.00,0.23,3.05,70.00,74,3.90,2057,Maxis,T
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.00,59,8.20,892,Gearbox Software,M
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.00,0.29,3.05,72.00,16,8.00,16,TT Fusion,E10+
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.00,0.29,3.04,75.00,42,7.40,32,"Luxoflux, Inc.",E10+
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.00,74,5.80,3725,BioWare,M
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.00,107,7.70,2759,Quantic Dream,M
Saints Row 2,X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,81.00,75,8.10,307,Volition Inc.,M
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.00,0.13,3.02,93.00,46,8.50,121,Ubisoft Montreal,T
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87.00,26,6.30,616,EA Canada,E
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.40,1.06,0.08,0.47,3.01,91.00,94,8.10,1505,Guerrilla,M
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.00,91.00,39,8.60,1247,Ubisoft Montreal,M
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.00,73.00,78,7.00,131,Junction Point,E
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.60,0.20,0.01,0.19,3.00,88.00,41,7.20,131,Visual Concepts,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.00,0.76,1.09,3.00,73.00,24,9.20,173,"Spike, Namco Bandai Games",T
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.00,0.13,2.99,82.00,23,6.60,20,Maxis,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.00,24,9.10,65,KCET,E
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94.00,37,8.50,466,Capcom,M
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.00,0.38,2.96,85.00,73,5.90,2748,"LucasArts, BioWare",T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84.00,85,8.10,1886,Monolith Productions,M
Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.00,29,7.80,94,Sonic Team,E
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.00,19,7.80,78,Io Interactive,M
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.80,0.04,0.27,2.95,86.00,68,6.40,2658,Respawn Entertainment,M
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.10,0.08,0.44,2.95,88.00,59,8.50,572,EA DICE,M
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.00,42,9.00,93,Zipper Interactive,M
Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.70,0.15,0.26,2.94,93.00,77,7.30,292,Capcom,T
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85.00,98,8.30,1172,Sucker Punch,T
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.00,40,8.80,76,HAL Labs,E
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0.00,0.27,2.92,78.00,7,4.30,700,Infinity Ward,M
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.00,74,8.70,1692,BioWare,M
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0.00,0.22,2.90,73.00,21,8.60,30,Sonic Team,E
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.90,93.00,28,9.00,45,KCET,E
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0.00,0.28,2.89,67.00,45,6.80,18,Sumo Digital,E10+
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.20,2.89,85.00,30,8.90,16,Clap Hanz,E
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.30,2.89,61.00,37,5.30,23,OfficeCreate,E
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76.00,49,7.70,69,Spark Unlimited,T
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83.00,61,7.40,179,Intelligent Systems,E10+
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0.00,0.17,2.86,81.00,36,5.80,179,EA Tiburon,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.00,34,8.70,111,Bethesda Softworks,T
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.00,29,7.80,1530,Ubisoft,M
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.00,0.34,2.84,84.00,60,8.40,494,NetherRealm Studios,M
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.00,0.22,2.83,85.00,58,6.10,90,EA Tiburon,E
BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96.00,88,8.90,2249,"Irrational Games, 2K Marin",M
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.00,59,8.20,791,Ubisoft Montreal,M
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.00,56,7.50,286,"EA DICE, Danger Close",M
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.00,90,7.90,2944,Sucker Punch,T
NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0.00,0.38,2.79,89.00,22,8.60,39,NuFX,E
Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.00,0.36,2.78,87.00,47,8.20,241,Naughty Dog,T
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89.00,59,7.20,301,Criterion Games,E10+
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0.00,0.30,2.78,81.00,11,5.60,31,Toys for Bob,E10+
Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0.00,0.46,2.78,89.00,61,7.50,4926,EA DICE,M
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.50,0.80,0.00,0.48,2.78,83.00,81,7.70,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0.00,0.24,2.77,83.00,33,7.70,46,Edge of Reality,T
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84.00,85,7.90,942,Guerrilla,M
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0.00,0.26,2.77,73.00,74,6.70,389,LucasArts,T
Yoshi's Island DS,DS,2006,Platform,Nintendo,1.45,0.07,1.10,0.15,2.76,81.00,42,7.40,67,Artoon,E
Saints Row: The Third,X360,2011,Action,THQ,1.25,1.14,0.07,0.30,2.76,84.00,70,7.60,490,Volition Inc.,M
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.20,0.97,0.17,0.42,2.75,79.00,63,7.40,211,Namco Bandai Games,T
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69.00,44,6.60,174,Sonic Team,E
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.70,86.00,23,8.20,56,Capcom,M
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.70,89.00,83,7.80,893,Team Bondi,M
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.70,82.00,71,6.50,233,Treyarch,T
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0.00,0.16,2.69,78.00,55,5.90,94,EA Tiburon,E
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84.00,32,9.00,41,Traveller's Tales,E10+
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73.00,88,6.80,2102,Guerrilla,M
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0.00,0.18,2.69,84.00,47,5.70,120,EA Tiburon,E
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0.00,0.34,2.68,93.00,52,9.10,271,Criterion Games,T
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.00,51,7.70,18,Nintendo,E
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,83.00,58,8.70,52,Level 5,E10+
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77.00,39,8.20,69,Treyarch,T
Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0.00,0.09,2.66,85.00,87,8.50,268,Big Blue Box,M
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.63,0.00,0.25,2.66,85.00,67,6.30,171,Neversoft Entertainment,T
FIFA 17,XOne,2016,Sports,Electronic Arts,0.43,2.05,0.00,0.17,2.65,84.00,50,5.50,201,"EA Sports, EA Vancouver",E
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0.00,0.40,2.65,89.00,24,7.70,102,Ubisoft Shanghai,T
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.40,0.04,0.52,2.65,84.00,55,6.90,113,Slightly Mad Studios,E
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71.00,24,7.90,47,Team Fusion,T
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79.00,53,6.60,707,Square Enix,T
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.00,0.47,0.02,0.14,2.63,78.00,18,7.80,21,Angel Studios,T
Skate 3,X360,2010,Sports,Electronic Arts,1.47,0.93,0.00,0.24,2.63,80.00,65,8.00,127,EA Black Box,T
ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0.00,0.36,2.62,90.00,37,8.20,84,Visual Concepts,E
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.54,0.80,0.04,0.24,2.62,82.00,92,7.20,454,Ensemble Studios,T
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90.00,42,7.70,134,Visual Concepts,E
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,90.00,63,7.50,133,EA Sports,E
Medal of Honor,X360,2010,Shooter,Electronic Arts,1.56,0.80,0.04,0.21,2.61,74.00,71,6.70,288,"Dice, Danger Close",M
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.90,1.22,0.04,0.44,2.61,71.00,16,7.60,49,Electronic Arts,E
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.70,0.44,0.06,0.40,2.60,91.00,50,8.70,529,Bluepoint Games,M
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0.00,0.35,2.59,84.00,21,8.10,44,EA Canada,E
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79.00,47,8.00,124,Next Level Games,E10+
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87.00,42,7.50,108,EA Canada,E
Style Savvy,DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73.00,4,7.70,7,syn Sophia,E
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.40,0.88,0.03,0.26,2.58,80.00,27,8.60,57,Yuke's,T
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.81,0.00,0.24,2.57,80.00,24,7.40,114,Traveller's Tales,E10+
